date,campaign_id,creative_id,impressions,clicks,conversions,spend,revenue,currency
2026-07-11,C004,CR011,25482,333,9,356.49,1389.89,USD
2026-07-11,C005,CR013,19528,367,29,330.57,2271.98,USD
2026-07-11,C005,CR014,11674,225,14,190.24,1093.32,USD
2026-07-11,C006,CR015,377594,3543,22,33895.33,30167.87,INR
2026-07-11,C006,CR016,344730,3150,18,26936.83,25564.62,INR
2026-07-11,C006,CR017,311784,2789,16,23392.89,22211.64,INR
2026-07-11,C007,CR018,37671,623,17,738.72,3224.55,USD
2026-07-11,C007,CR019,28381,416,14,523.99,2547.74,USD
2026-07-11,C007,CR020,20288,289,10,376.17,1690.34,USD
2026-07-11,C008,CR021,4005005,18133,8,70906.49,11329.85,INR
2026-07-11,C008,CR022,2712597,10947,6,38179.85,8815.71,INR
2026-07-11,C009,CR023,68896,669,4,348.73,494.61,USD
2026-07-11,C009,CR024,56528,506,4,296.88,457.01,USD
2026-07-11,C010,CR025,1581,8,1,106.33,553.02,USD
2026-07-11,C010,CR026,1084,6,0,79.44,0.00,USD
2026-07-11,C010,CR027,954,5,0,66.74,0.00,USD
2026-07-11,C011,CR028,1725,6,0,56.78,0.00,USD
2026-07-11,C011,CR029,1333,5,0,42.20,0.00,USD
2026-07-12,C001,CR001,658,69,6,122.41,946.83,USD
2026-07-12,C001,CR002,347,43,4,81.34,648.17,USD
2026-07-12,C002,CR003,2088,113,4,281.50,577.85,USD
2026-07-12,C002,CR004,1316,76,3,202.22,489.38,USD
2026-07-12,C002,CR005,1364,72,3,202.18,429.58,USD
2026-07-12,C002,CR006,990,48,2,127.64,320.88,USD
2026-07-12,C003,CR007,12098,815,12,18420.69,20747.30,INR
2026-07-12,C003,CR008,14044,865,16,18280.54,27035.19,INR
2026-07-12,C004,CR009,33194,423,7,435.91,1145.33,USD
2026-07-12,C004,CR010,24076,330,7,338.59,1124.45,USD
2026-07-12,C004,CR011,22004,305,8,349.64,1345.46,USD
2026-07-12,C005,CR013,21621,372,24,351.74,1986.38,USD
2026-07-12,C005,CR014,11392,193,12,180.89,889.55,USD
2026-07-12,C006,CR015,463379,4079,23,34233.50,32305.44,INR
2026-07-12,C006,CR016,285798,2840,18,24686.04,25622.42,INR
2026-07-12,C006,CR017,234775,2275,13,19065.34,17804.08,INR
2026-07-12,C007,CR018,42299,613,19,724.40,3449.91,USD
2026-07-12,C007,CR019,23574,362,13,468.03,2198.80,USD
2026-07-12,C007,CR020,19965,309,10,358.78,1938.20,USD
2026-07-12,C008,CR021,4340852,16620,6,60115.07,8590.01,INR
2026-07-12,C008,CR022,2810331,11896,6,43591.86,8280.68,INR
2026-07-12,C009,CR023,86142,741,5,404.12,564.16,USD
2026-07-12,C009,CR024,62240,546,4,303.38,491.38,USD
2026-07-12,C010,CR025,1422,8,1,100.79,508.75,USD
2026-07-12,C010,CR026,992,5,0,68.56,0.00,USD
2026-07-12,C010,CR027,838,5,0,62.18,0.00,USD
2026-07-12,C011,CR028,1426,5,0,47.72,0.00,USD
2026-07-12,C011,CR029,1169,4,0,42.55,0.00,USD
2026-07-13,C001,CR001,693,79,8,145.45,1332.71,USD
2026-07-13,C001,CR002,451,57,6,105.41,1058.44,USD
2026-07-13,C002,CR003,2420,118,5,306.62,803.65,USD
2026-07-13,C002,CR004,1730,86,4,229.22,649.20,USD
2026-07-13,C002,CR005,1800,88,3,238.18,422.23,USD
2026-07-13,C002,CR006,1163,56,2,146.89,289.19,USD
2026-07-13,C003,CR007,18616,1035,13,21248.68,22309.75,INR
2026-07-13,C003,CR008,15362,895,12,20393.53,18070.81,INR
2026-07-13,C004,CR009,31378,383,8,413.47,1344.06,USD
2026-07-13,C004,CR010,27046,363,8,373.54,1308.20,USD
2026-07-13,C004,CR011,22508,271,6,322.74,923.11,USD
2026-07-13,C005,CR013,22330,367,19,312.23,1513.38,USD
2026-07-13,C005,CR014,10214,202,17,171.74,1388.57,USD
2026-07-13,C006,CR015,280902,2837,16,27227.80,21544.67,INR
2026-07-13,C006,CR016,306541,3118,15,26047.97,21653.51,INR
2026-07-13,C006,CR017,213174,1878,10,17701.16,14273.88,INR
2026-07-13,C007,CR018,33353,515,14,638.07,2581.01,USD
2026-07-13,C007,CR019,19076,320,12,396.39,2147.94,USD
2026-07-13,C007,CR020,15417,239,7,324.64,1243.98,USD
2026-07-13,C008,CR021,3242130,14154,7,51412.26,9760.02,INR
2026-07-13,C008,CR022,2232862,8629,4,33411.90,5745.67,INR
2026-07-13,C009,CR023,57240,563,4,329.59,467.02,USD
2026-07-13,C009,CR024,60743,579,3,302.65,378.98,USD
2026-07-13,C010,CR025,4818,28,2,350.94,1071.59,USD
2026-07-13,C010,CR026,4116,25,2,296.36,959.92,USD
2026-07-13,C010,CR027,3473,20,1,236.24,505.29,USD
2026-07-13,C011,CR028,6869,24,0,231.89,0.00,USD
2026-07-13,C011,CR029,4950,17,0,162.62,0.00,USD
2026-07-14,C001,CR001,753,94,10,169.32,1552.87,USD
2026-07-14,C001,CR002,391,44,3,85.64,518.82,USD
2026-07-14,C002,CR003,2167,105,4,286.45,619.60,USD
2026-07-14,C002,CR004,2090,100,3,259.52,424.11,USD
2026-07-14,C002,CR005,1781,96,4,237.43,611.63,USD
2026-07-14,C002,CR006,1245,65,3,165.16,439.30,USD
2026-07-14,C003,CR007,16529,918,14,21299.47,21169.10,INR
2026-07-14,C003,CR008,13340,802,13,19158.08,20069.35,INR
2026-07-14,C004,CR009,22370,292,5,336.09,802.38,USD
2026-07-14,C004,CR010,24722,320,7,330.03,1129.23,USD
2026-07-14,C004,CR011,22375,263,5,310.14,847.85,USD
2026-07-14,C005,CR013,15521,304,23,291.86,1652.68,USD
2026-07-14,C005,CR014,9015,177,11,151.67,847.65,USD
2026-07-14,C006,CR015,322360,3032,18,28319.68,25613.40,INR
2026-07-14,C006,CR016,258533,2595,15,24383.73,20068.03,INR
2026-07-14,C006,CR017,207822,2033,12,17780.74,15833.65,INR
2026-07-14,C007,CR018,35390,539,20,632.99,3749.24,USD
2026-07-14,C007,CR019,24601,361,11,482.27,1972.35,USD
2026-07-14,C007,CR020,15561,234,8,313.37,1495.07,USD
2026-07-14,C008,CR021,4480838,17508,6,59172.19,7854.12,INR
2026-07-14,C008,CR022,2397875,10453,5,40485.72,6645.06,INR
2026-07-14,C009,CR023,70488,635,3,353.80,329.19,USD
2026-07-14,C009,CR024,61051,568,3,310.55,354.71,USD
2026-07-14,C010,CR025,6554,34,3,420.67,1525.36,USD
2026-07-14,C010,CR026,4723,25,1,293.54,490.58,USD
2026-07-14,C010,CR027,3185,19,1,246.67,506.60,USD
2026-07-14,C011,CR028,7787,29,0,242.51,0.00,USD
2026-07-14,C011,CR029,5311,17,0,161.63,0.00,USD
2026-07-14,C013,CR040,39308,511,9,587.65,1485.00,USD
2026-07-15,C001,CR001,696,83,6,153.35,939.68,USD
2026-07-15,C001,CR002,445,50,5,91.05,777.15,USD
2026-07-15,C002,CR003,2542,139,7,336.29,998.86,USD
2026-07-15,C002,CR004,1807,98,4,254.50,611.27,USD
2026-07-15,C002,CR005,1521,85,4,220.28,620.44,USD
2026-07-15,C002,CR006,880,46,2,130.65,295.36,USD
2026-07-15,C003,CR007,17613,1178,16,25188.45,25985.19,INR
2026-07-15,C003,CR008,12634,782,12,17422.35,20341.69,INR
2026-07-15,C004,CR009,24136,303,8,353.08,1409.55,USD
2026-07-15,C004,CR010,23993,303,8,313.47,1375.87,USD
2026-07-15,C004,CR011,19051,253,7,283.01,1123.98,USD
2026-07-15,C005,CR013,21104,349,21,329.70,1709.76,USD
2026-07-15,C005,CR014,10571,180,12,152.72,886.14,USD
2026-07-15,C006,CR015,321527,3390,19,32411.15,25450.38,INR
2026-07-15,C006,CR016,310981,2867,15,25056.06,21458.88,INR
2026-07-15,C006,CR017,247304,2371,14,20872.50,17740.66,INR
2026-07-15,C007,CR018,28028,407,16,494.45,2785.16,USD
2026-07-15,C007,CR019,23121,331,9,392.89,1627.57,USD
2026-07-15,C007,CR020,13939,222,6,270.00,1021.44,USD
2026-07-15,C008,CR021,4310875,16505,7,56236.21,10368.03,INR
2026-07-15,C008,CR022,2894363,11541,5,42774.38,7253.70,INR
2026-07-15,C009,CR023,71182,640,4,327.54,504.89,USD
2026-07-15,C009,CR024,52152,494,3,257.43,341.91,USD
2026-07-15,C010,CR025,6206,36,3,434.15,1519.74,USD
2026-07-15,C010,CR026,4552,26,2,330.08,1032.05,USD
2026-07-15,C010,CR027,3723,22,2,260.40,1029.28,USD
2026-07-15,C011,CR028,7876,28,0,236.37,0.00,USD
2026-07-15,C011,CR029,5266,19,0,171.33,0.00,USD
2026-07-16,C001,CR001,696,79,8,150.54,1222.41,USD
2026-07-16,C001,CR002,524,57,5,103.61,889.71,USD
2026-07-16,C002,CR003,2255,119,5,287.60,741.69,USD
2026-07-16,C002,CR004,1802,86,3,223.24,462.72,USD
2026-07-16,C002,CR005,1730,86,4,234.26,632.42,USD
2026-07-16,C002,CR006,977,47,2,131.83,288.38,USD
2026-07-16,C003,CR007,18522,1191,20,24821.35,33799.62,INR
2026-07-16,C003,CR008,14176,835,11,18544.64,18673.75,INR
2026-07-16,C004,CR009,29065,334,8,352.46,1401.76,USD
2026-07-16,C004,CR010,26269,331,8,339.83,1374.28,USD
2026-07-16,C004,CR011,26704,306,8,320.81,1256.87,USD
2026-07-16,C005,CR013,19385,327,21,315.98,1519.36,USD
2026-07-16,C005,CR014,9471,178,12,166.60,909.88,USD
2026-07-16,C006,CR015,347777,3342,14,31822.18,18629.30,INR
2026-07-16,C006,CR016,278074,2626,14,25569.12,18332.66,INR
2026-07-16,C006,CR017,275497,2550,12,22153.38,15986.20,INR
2026-07-16,C007,CR018,21458,320,12,419.05,2292.51,USD
2026-07-16,C007,CR019,18865,284,9,343.61,1689.85,USD
2026-07-16,C007,CR020,13162,200,205,269.80,923.45,USD
2026-07-16,C008,CR021,3792707,14957,7,57776.02,10377.33,INR
2026-07-16,C008,CR022,2333446,9912,5,35545.97,6529.44,INR
2026-07-16,C009,CR023,70435,667,4,381.75,471.78,USD
2026-07-16,C009,CR024,70769,601,5,311.24,565.74,USD
2026-07-16,C010,CR025,6806,35,3,424.13,1559.57,USD
2026-07-16,C010,CR026,4636,25,2,307.13,1064.87,USD
2026-07-16,C010,CR027,3453,20,1,247.54,479.36,usd
2026-07-16,C011,CR028,7057,23,0,209.97,0.00,USD
2026-07-16,C011,CR029,4690,15,0,145.41,0.00,USD
2026-07-17,C001,CR001,531,67,7,134.41,1090.43,USD
2026-07-17,C001,CR002,456,52,3,97.55,482.90,USD
2026-07-17,C002,CR003,2353,113,5,280.75,731.35,USD
2026-07-17,C002,CR004,1998,95,4,230.78,596.91,USD
2026-07-17,C002,CR005,1621,83,3,205.33,435.09,USD
2026-07-17,C002,CR006,1221,58,2,147.00,289.98,USD
2026-07-17,C003,CR007,14769,970,16,22730.93,23869.27,INR
2026-07-17,C003,CR008,13551,870,13,18769.11,20707.34,INR
2026-07-17,C004,CR009,29744,381,10,408.49,1549.02,USD
2026-07-17,C004,CR010,25752,357,10,370.07,1586.75,USD
2026-07-17,C004,CR011,20652,256,7,287.18,1238.34,USD
2026-07-17,C004,CR011,20652,256,7,287.18,1238.34,USD
2026-07-17,C005,CR013,23519,385,20,355.12,1530.80,USD
2026-07-17,C005,CR014,10077,198,12,168.77,890.58,USD
2026-07-17,C006,CR015,389830,4016,,35108.22,24007.73,INR
2026-07-17,C006,CR016,289252,2808,16,24724.46,22033.21,INR
2026-07-17,C006,CR017,289575,2588,16,22019.57,21790.97,INR
2026-07-17,C007,CR018,23524,357,12,422.15,2285.88,USD
2026-07-17,C007,CR019,14268,224,7,285.89,1245.92,USD
2026-07-17,C007,CR020,10504,173,4,226.54,761.69,USD
2026-07-17,C008,CR021,3964888,16355,7,60848.41,9998.56,INR
2026-07-17,C008,CR022,2625838,10163,4,37047.60,5634.80,INR
2026-07-17,C009,CR023,71102,691,5,378.71,628.44,USD
2026-07-17,C009,CR024,60778,522,3,280.79,349.08,USD
2026-07-17,C010,CR025,4800,24,2,302.64,1062.96,USD
2026-07-17,C010,CR026,4069,21,2,252.59,964.18,USD
2026-07-17,C010,CR027,2707,16,2,199.81,962.73,USD
2026-07-17,C011,CR028,6325,21,0,188.70,0.00,USD
2026-07-17,C011,CR029,3641,13,0,121.55,0.00,USD
2026-07-18,C001,CR001,663,72,7,145.45,1173.05,USD
2026-07-18,C001,CR002,401,42,4,75.64,639.47,USD
2026-07-18,C002,CR003,2084,103,3,273.90,470.22,USD
2026-07-18,C002,CR004,1701,82,3,200.56,424.74,USD
2026-07-18,C002,CR005,1654,79,3,193.87,446.90,USD
2026-07-18,C002,CR006,941,49,2,128.10,301.40,USD
2026-07-18,C003,CR007,16923,971,14,21480.31,21430.99,INR
2026-07-18,C003,CR008,13090,742,11,16396.01,18191.33,INR
2026-07-18,C004,CR009,26000,358,7,402.88,1144.37,USD
2026-07-18,C004,CR010,26238,340,6,389.01,1068.70,USD
2026-07-18,C004,CR011,24999,325,9,356.77,1480.17,USD
2026-07-18,C005,CR013,19660,385,21,371.12,1671.38,USD
2026-07-18,C005,CR014,11072,201,12,195.46,877.07,USD
2026-07-18,C006,CR015,365501,3195,15,30248.43,19907.56,INR
2026-07-18,C006,CR016,368635,3218,18,28031.28,24314.64,INR
2026-07-18,C006,CR017,217730,2290,14,19344.87,17841.06,INR
2026-07-18,C007,CR018,24212,389,15,464.43,2939.14,USD
2026-07-18,C007,CR019,15050,252,7,292.76,1342.75,USD
2026-07-18,C007,CR020,10831,166,6,192.13,1144.29,USD
2026-07-18,C008,CR021,3692114,16724,6,64224.72,8263.54,INR
2026-07-18,C008,CR022,2574553,11445,5,38451.23,7102.43,INR
2026-07-18,C009,CR023,84217,746,4,401.48,490.95,USD
2026-07-18,C009,CR024,56486,509,4,279.68,480.00,USD
2026-07-18,C010,CR025,1848,10,1,114.80,488.79,USD
2026-07-18,C010,CR026,1250,7,0,79.30,0.00,USD
2026-07-18,C010,CR027,829,5,1,57.15,549.95,USD
2026-07-18,C011,CR028,2345,8,0,67.44,0.00,USD
2026-07-18,C011,CR029,1386,5,0,45.81,0.00,USD
2026-07-18,C013,CR040,27538,358,11,411.70,1815.00,USD
2026-07-19,C001,CR001,648,69,7,131.56,1154.51,USD
2026-07-19,C001,CR002,402,48,4,87.45,633.90,USD
2026-07-19,C002,CR003,2044,109,4,276.88,634.75,USD
2026-07-19,C002,CR004,1596,83,3,200.62,421.23,USD
2026-07-19,C002,CR005,1444,73,3,204.83,430.28,USD
2026-07-19,C002,CR006,920,47,2,120.19,283.17,USD
2026-07-19,C003,CR007,15152,943,17,20383.23,28391.45,INR
2026-07-19,C003,CR008,12262,708,10,15374.21,17351.41,INR
2026-07-19,C004,CR009,32229,385,8,401.32,1366.06,USD
2026-07-19,C004,CR010,24932,316,6,333.47,957.30,USD
2026-07-19,C004,CR011,27598,321,6,338.58,963.82,USD
2026-07-19,C005,CR013,23679,412,23,369.40,1854.66,USD
2026-07-19,C005,CR014,13717,227,14,194.31,1137.18,USD
2026-07-19,C006,CR015,379758,3727,21,32647.00,28382.04,INR
2026-07-19,C006,CR016,365514,3203,14,28206.00,19703.83,INR
2026-07-19,C006,CR017,248114,2389,12,22169.64,15455.25,INR
2026-07-19,C007,CR018,22957,333,10,386.78,1961.80,USD
2026-07-19,C007,CR019,12379,209,6,267.55,1060.12,USD
2026-07-19,C007,CR020,11928,169,6,213.42,1016.39,USD
2026-07-19,C008,CR021,3852621,17157,6,65739.48,8189.78,INR
2026-07-19,C008,CR022,2928906,11451,4,42076.00,5783.79,INR
2026-07-19,C009,CR023,74378,709,5,413.83,600.52,USD
2026-07-19,C009,CR024,66201,593,4,314.24,508.06,USD
2026-07-19,C010,CR025,1368,8,0,96.08,0.00,USD
2026-07-19,C010,CR026,1159,6,0,71.82,0.00,USD
2026-07-19,C010,CR027,719,4,0,54.16,0.00,USD
2026-07-19,C011,CR028,1854,6,0,53.74,0.00,USD
2026-07-19,C011,CR029,1221,4,0,40.97,0.00,USD
2026-07-20,C001,CR001,766,87,10,151.94,1727.48,USD
2026-07-20,C001,CR002,456,53,5,92.96,860.69,USD
2026-07-20,C002,CR003,1934,108,5,293.34,700.69,USD
2026-07-20,C002,CR004,1749,91,3,240.70,484.67,USD
2026-07-20,C002,CR005,1758,85,4,240.00,577.13,USD
2026-07-20,C002,CR006,1125,54,3,147.69,430.88,USD
2026-07-20,C003,CR007,15222,1020,18,20925.99,27075.69,INR
2026-07-20,C003,CR008,13952,813,11,18948.94,18104.93,INR
2026-07-20,C004,CR009,26261,323,9,348.67,1531.75,USD
2026-07-20,C004,CR010,22089,275,6,306.75,958.16,USD
2026-07-20,C004,CR011,22585,266,6,309.14,993.82,USD
2026-07-20,C004,CR012,14682,194,4,198.79,645.52,USD
2026-07-20,C005,CR013,20971,368,21,331.44,1538.93,USD
2026-07-20,C005,CR014,9868,179,12,157.00,885.96,USD
2026-07-20,C006,CR015,316474,3243,16,31620.12,21481.97,INR
2026-07-20,C006,CR016,262061,2662,14,25742.74,19445.41,INR
2026-07-20,C006,CR017,242740,2364,12,20440.96,15804.47,INR
2026-07-20,C007,CR018,13613,234,8,315.46,1531.61,USD
2026-07-20,C007,CR019,11582,166,5,214.30,912.52,USD
2026-07-20,C007,CR020,10206,150,5,179.49,969.90,USD
2026-07-20,C008,CR021,4239637,16189,7,60283.65,10315.76,INR
2026-07-20,C008,CR022,2161499,9703,3,36845.37,4138.24,INR
2026-07-20,C009,CR023,68510,617,3,362.38,363.96,USD
2026-07-20,C009,CR024,52572,468,3,259.41,370.76,USD
2026-07-20,C010,CR025,6063,37,3,430.33,1614.32,USD
2026-07-20,C010,CR026,4662,28,2,335.49,991.52,USD
2026-07-20,C010,CR027,3358,19,1,229.78,536.03,USD
2026-07-20,C011,CR028,6369,22,0,217.20,0.00,USD
2026-07-20,C011,CR029,4493,16,0,151.87,0.00,USD
2026-07-21,C001,CR001,712,84,7,148.26,1177.67,USD
2026-07-21,C001,CR002,396,47,6,86.77,956.52,USD
2026-07-21,C002,CR003,2549,123,4,315.11,597.42,USD
2026-07-21,C002,CR004,1413,79,3,212.79,439.17,USD
2026-07-21,C002,CR005,1745,85,4,207.02,591.66,USD
2026-07-21,C002,CR006,1060,56,2,143.37,324.07,USD
2026-07-21,C003,CR007,17876,996,14,21313.32,23799.13,INR
2026-07-21,C003,CR008,13247,897,15,20958.49,22779.71,INR
2026-07-21,C004,CR009,27392,371,7,414.76,1165.59,USD
2026-07-21,C004,CR010,23397,322,7,383.36,1126.03,USD
2026-07-21,C004,CR011,17347,239,7,268.99,1139.83,USD
2026-07-21,C004,CR012,14189,196,4,206.42,703.78,USD
2026-07-21,C005,CR013,18980,327,23,279.52,1804.04,USD
2026-07-21,C005,CR014,10191,200,10,178.24,782.03,USD
2026-07-21,C006,CR015,362817,3209,15,27578.56,20325.54,INR
2026-07-21,C006,CR016,242868,2394,10,22610.30,13911.54,INR
2026-07-21,C006,CR017,214070,2075,9,19720.43,12835.77,INR
2026-07-21,C007,CR018,16721,244,6,317.73,1114.17,USD
2026-07-21,C007,CR019,11093,188,6,237.96,1082.03,USD
2026-07-21,C007,CR020,8956,132,5,162.11,899.25,USD
2026-07-21,C008,CR021,4170494,16298,6,60996.43,8334.15,INR
2026-07-21,C008,CR022,2439298,10771,5,37268.93,7079.92,INR
2026-07-21,C009,CR023,63101,629,4,340.29,473.05,USD
2026-07-21,C009,CR024,53588,526,4,292.65,496.98,USD
2026-07-21,C010,CR025,6347,36,3,455.17,1593.95,USD
2026-07-21,C010,CR026,4591,26,2,330.98,1074.97,USD
2026-07-21,C010,CR027,2725,16,1,221.62,557.32,USD
2026-07-21,C011,CR028,7169,26,0,215.93,0.00,USD
2026-07-21,C011,CR029,4972,19,0,158.87,0.00,USD
2026-07-22,C001,CR001,764,81,6,160.08,938.83,USD
2026-07-22,C001,CR002,464,56,6,95.98,966.82,USD
2026-07-22,C002,CR003,2574,124,5,324.18,753.00,USD
2026-07-22,C002,CR004,1907,92,4,235.89,560.32,USD
2026-07-22,C002,CR005,1646,82,3,197.40,454.39,USD
2026-07-22,C002,CR006,1135,54,2,142.83,295.31,USD
2026-07-22,C003,CR007,15845,1000,14,21598.09,24447.25,INR
2026-07-22,C003,CR008,14503,897,12,21410.92,19306.24,INR
2026-07-22,C004,CR009,30615,409,9,421.32,1434.19,USD
2026-07-22,C004,CR009,30615,409,9,421.32,1434.19,USD
2026-07-22,C004,CR010,22639,294,6,329.57,969.73,USD
2026-07-22,C004,CR010,22639,294,6,329.57,969.73,USD
2026-07-22,C004,CR011,22637,271,5,298.13,868.80,USD
2026-07-22,C004,CR011,22637,271,5,298.13,868.80,USD
2026-07-22,C004,CR012,14200,184,4,215.99,610.12,USD
2026-07-22,C004,CR012,14200,184,4,215.99,610.12,USD
2026-07-22,C005,CR013,22935,378,26,342.25,2189.45,USD
2026-07-22,C005,CR014,10237,191,13,163.68,969.22,USD
2026-07-22,C006,CR015,402957,3553,18,29723.43,24271.55,INR
2026-07-22,C006,CR016,251046,2477,14,23372.54,19327.33,INR
2026-07-22,C006,CR017,225082,2161,8,18548.61,11092.94,INR
2026-07-22,C007,CR018,14556,237,8,300.88,1412.13,USD
2026-07-22,C007,CR019,11316,167,6,201.88,1166.62,USD
2026-07-22,C007,CR020,6956,119,4,148.80,681.88,USD
2026-07-22,C008,CR021,3843065,17526,,60447.09,10326.70,INR
2026-07-22,C008,CR022,2368953,9377,4,36585.29,5618.08,INR
2026-07-22,C009,CR023,68705,611,4,326.01,467.41,USD
2026-07-22,C009,CR024,62809,552,3,307.74,342.68,USD
2026-07-22,C010,CR025,6058,32,3,419.95,1667.94,USD
2026-07-22,C010,CR026,5045,28,2,351.28,1098.02,USD
2026-07-22,C010,CR027,3030,18,1,238.36,521.52,USD
2026-07-22,C011,CR028,8390,29,0,246.49,0.00,USD
2026-07-22,C011,CR029,5071,17,0,148.14,0.00,USD
2026-07-22,C013,CR040,18692,243,8,279.45,1320.00,USD
2026-07-23,C001,CR001,780,86,8,152.73,1343.03,USD
2026-07-23,C001,CR002,439,47,4,90.07,653.70,USD
2026-07-23,C002,CR003,2395,120,4,320.92,607.67,USD
2026-07-23,C002,CR004,1927,99,3,262.63,468.16,USD
2026-07-23,C002,CR005,1731,96,3,238.67,423.89,USD
2026-07-23,C002,CR006,974,47,2,131.18,308.63,USD
2026-07-23,C003,CR007,17313,1119,20,23508.46,30354.14,INR
2026-07-23,C003,CR008,14433,818,14,17829.75,23581.74,INR
2026-07-23,C004,CR009,30373,362,10,410.37,1759.69,USD
2026-07-23,C004,CR010,23801,313,6,,968.24,USD
2026-07-23,C004,CR011,21704,248,7,292.25,1091.64,USD
2026-07-23,C004,CR012,17294,212,4,235.88,709.64,USD
2026-07-23,C005,CR013,21732,406,31,355.78,2429.37,USD
2026-07-23,C005,CR014,10483,203,14,170.07,1012.23,USD
2026-07-23,C006,CR015,314238,3113,15,27913.65,20125.47,INR
2026-07-23,C006,CR016,319740,2815,16,26286.24,21676.33,INR
2026-07-23,C006,CR017,226736,2028,13,19520.36,17462.20,INR
2026-07-23,C007,CR018,15211,225,6,284.86,1127.21,USD
2026-07-23,C007,CR019,9669,163,6,202.36,1024.26,USD
2026-07-23,C007,CR020,6622,95,3,115.55,555.69,USD
2026-07-23,C008,CR021,3993181,18220,8,65885.85,10692.70,INR
2026-07-23,C008,CR022,2389850,10108,4,36952.00,5705.35,INR
2026-07-23,C009,CR023,76198,659,3,377.71,369.92,USD
2026-07-23,C009,CR024,61946,575,4,307.53,491.23,USD
2026-07-23,C010,CR025,5635,32,3,414.18,1523.49,USD
2026-07-23,C010,CR026,4902,26,2,322.64,1020.46,USD
2026-07-23,C010,CR027,3381,18,1,226.75,527.84,USD
2026-07-23,C011,CR028,7717,26,0,218.28,0.00,USD
2026-07-23,C011,CR029,5077,18,0,151.31,0.00,USD
2026-07-24,C001,CR001,619,79,7,143.12,1099.80,USD
2026-07-24,C001,CR002,424,51,5,89.22,816.67,USD
2026-07-24,C002,CR003,2461,117,5,281.51,797.02,USD
2026-07-24,C002,CR004,1896,90,4,249.21,611.34,USD
2026-07-24,C002,CR005,1601,86,4,210.76,583.05,USD
2026-07-24,C002,CR006,925,48,2,129.45,286.76,USD
2026-07-24,C003,CR007,17926,1031,14,23110.65,24252.32,INR
2026-07-24,C003,CR008,12306,762,12,18145.52,20812.43,INR
2026-07-24,C004,CR009,26916,331,9,390.02,1509.34,USD
2026-07-24,C004,CR010,26050,316,7,358.89,1181.51,USD
2026-07-24,C004,CR011,24505,310,7,353.61,1132.84,USD
2026-07-24,C004,CR012,14817,182,3,212.26,487.28,USD
2026-07-24,C005,CR013,18146,356,19,300.49,1431.06,USD
2026-07-24,C005,CR014,9836,177,11,158.53,821.51,USD
2026-07-24,C006,CR015,357799,3700,16,34643.26,21246.96,INR
2026-07-24,C006,CR016,294742,2855,13,27860.00,16464.08,INR
2026-07-24,C006,CR017,290146,2589,13,21945.62,17044.01,INR
2026-07-24,C006,CR017,290146,2589,13,21945.62,17044.01,INR
2026-07-24,C007,CR018,12494,181,5,242.54,918.10,USD
2026-07-24,C007,CR019,8971,147,6,177.37,1178.08,USD
2026-07-24,C007,CR020,7650,108,3,125.54,583.73,USD
2026-07-24,C008,CR021,5230750,20482,7,69546.17,9348.75,INR
2026-07-24,C008,CR022,2720785,10870,4,39718.04,5812.19,INR
2026-07-24,C009,CR023,84981,765,6,397.22,697.61,USD
2026-07-24,C009,CR024,61845,524,3,307.47,352.22,USD
2026-07-24,C010,CR025,4589,27,2,324.95,1079.81,USD
2026-07-24,C010,CR026,3158,19,1,233.05,501.52,USD
2026-07-24,C010,CR027,2527,2537,2,174.67,1120.49,USD
2026-07-24,C011,CR028,6215,21,0,199.07,0.00,USD
2026-07-24,C011,CR029,4910,16,0,146.01,0.00,USD
2026-07-25,C001,CR001,552,67,6,125.42,968.09,USD
2026-07-25,C001,CR002,344,40,4,79.40,692.21,USD
2026-07-25,C002,CR003,2138,113,6,280.53,895.25,USD
2026-07-25,C002,CR004,1405,73,3,202.27,488.31,USD
2026-07-25,C002,CR005,1651,83,3,208.81,451.58,USD
2026-07-25,C002,CR006,992,52,2,138.89,291.21,USD
2026-07-25,C003,CR007,14569,812,13,19144.36,19928.12,INR
2026-07-25,C003,CR008,11871,760,13,16079.90,22541.95,INR
2026-07-25,C004,CR009,30859,382,8,452.08,1416.60,USD
2026-07-25,C004,CR010,22804,304,7,358.80,1166.67,USD
2026-07-25,C004,CR011,26511,308,8,334.28,1395.47,USD
2026-07-25,C004,CR012,15307,192,5,219.03,785.86,USD
2026-07-25,C005,CR013,24542,403,33,355.15,2653.53,USD
2026-07-25,C005,CR014,11928,202,12,186.21,876.75,USD
2026-07-25,C006,CR015,412190,3733,20,32359.86,27754.87,INR
2026-07-25,C006,CR016,316520,2967,15,26650.22,18777.75,INR
2026-07-25,C006,CR017,222268,2295,13,21627.85,17058.44,INR
2026-07-25,C007,CR018,10594,175,6,224.26,1095.57,USD
2026-07-25,C007,CR019,9391,137,5,182.43,932.75,USD
2026-07-25,C007,CR020,6302,89,3,107.71,521.00,USD
2026-07-25,C008,CR021,4610884,18210,7,61607.63,9435.84,INR
2026-07-25,C008,CR022,2966014,11382,3,38962.66,4025.62,INR
2026-07-25,C009,CR023,89547,741,5,385.59,611.68,USD
2026-07-25,C009,CR024,55919,533,3,292.34,334.09,USD
2026-07-25,C010,CR025,1601,9,1,107.25,527.10,USD
2026-07-25,C010,CR026,1300,7,0,89.43,0.00,USD
2026-07-25,C010,CR027,996,6,1,72.00,492.91,USD
2026-07-25,C011,CR028,2425,8,0,64.95,0.00,USD
